#begin document (story100.txt); part 000
story100.txt	tok_No	Token			POS			Coreference
story13.txt	2    	ಸಂಸದೀಯ                               	JJ             	B-NP    			ಸಂಸದ,adj                       	-     
story13.txt	3    	ಹಾಜರಾತಿಯನ್ನು                       	N__NN          	I-NP    			ಹಾಜರು,n                         	-     
story13.txt	4    	ಖಚಿತಪಡಿಸಿಕೊಳ್ಳುವುದು                   	V__VM__VF      	B-VGF   			ಖಚಿತಪಡು,v                       	-     
story13.txt	5    	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story13.txt	0    	ಭಾರತದ                               	N__NNP         	B-NP    			ಭಾರತ,n                         	-     
story13.txt	1    	ಸ್ವಾತಂತ್ರ್ಯ                        	N__NN          	B-NP    			ಸ್ವತಂತ್ರ,n                       	-     
story13.txt	2    	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story13.txt	3    	ಪ್ರಜಾಪ್ರಭುತ್ವದ                     	N__NN          	B-NP    			ಪ್ರಜಾಪ್ರಭುತ್ವ,n                    	-     
story13.txt	4    	ಉಳಿವು                                	V__VM__VNG     	B-VGNN  			ಉಳಿವು,v                         	-     
story13.txt	5    	ಸಂಸತ್ತಿನ                              	N__NN          	B-NP    			ಸಂಸತ್ತು,n                        	-     
story13.txt	6    	ಯಶಸ್ವಿ                               	JJ             	B-NP    			ಯಶಸ್ವಿ,adj                      	-     
story13.txt	7    	ಕಾರ್ಯನಿರ್ವಹಣೆಯ                     	N__NNV         	I-NP    			ಕಾರ್ಯನಿರ್ವಹಿಸು,n                    	-     
story13.txt	8    	ಮೇಲೆ                                 	RP__RPD        	I-NP    			ಮೇಲೆ,avy                        	-     
story13.txt	9    	ಅವಲಂಬಿತವಾಗಿದೆ                      	V__VM__VF      	B-VGF   			ಅವಲಂಬಿತವಾಗು,v                     	-     
story13.txt	10   	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story13.txt	0    	ಮೇಲಿನ                                	N__NST         	B-NP    			ಮೇಲು,nst                        	-     
story13.txt	1    	ಸುಧಾರಣೆಗಳನ್ನು                      	N__NNV         	I-NP    			ಸುಧಾರಿಸು,n                        	-     
story13.txt	2    	ಸರಿಯಾಗಿ                               	RB             	B-RBP   			ಸರಿಯಾಗು,adv                      	-     
story13.txt	3    	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story13.txt	4    	ಜಾಗರೂಕತೆಯಿಂದ                       	N__NN          	B-NP    			ಜಾಗರೂಕ,n                        	-     
story13.txt	5    	ಜಾರಿಗೆ                                	N__NN          	B-NP    			ಜಾರಿ,n                          	-     
story13.txt	6    	ತಂದರೆ                                	V__VM__VNF     	B-VGNF  			ತರು,v                          	-     
story13.txt	7    	,                   	RD__PUNC       	I-VGNF  			COMMA,punc                    	-     
story13.txt	8    	ಸಂಸತ್ತಿನ                              	N__NN          	B-NP    			ಸಂಸತ್ತು,n                        	-     
story13.txt	9    	ವಿಶ್ವಾಸಾರ್ಹತೆ                       	N__NN          	B-NP    			ವಿಶ್ವಾಸಾರ್ಹ,n                      	-     
story13.txt	10   	ಹೆಚ್ಚಾಗುತ್ತದೆ                       	V__VM__VF      	B-VGF   			ಹೆಚ್ಚು,v                         	-     
story13.txt	11   	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story13.txt	0    	ನಿಯಂತ್ರಣ                              	N__NNV         	B-NP    			ನಿಯಂತ್ರಿಸು,n                       	-     
story13.txt	1    	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story13.txt	2    	ಲೆಕ್ಕಪರಿಶೋಧಕ                      	N__NN          	B-NP    			ಲೆಕ್ಕಪರಿಶೋಧಕ,n                    	-     
story13.txt	3    	-                   	RD__SYM        	I-NP    			-,punc                        	-     
story13.txt	4    	ಬೇಟೆಗಾರ                               	N__NN          	I-NP    			ಬೇಟೆಗಾರ,n                        	-     
story13.txt	5    	ಅಥವಾ                                	CC__CCD        	B-CCP   			ಅಥವಾ,avy                       	-     
story13.txt	6    	ಅಧೀಕ್ಷಕ                              	N__NN          	B-NP    			ಅಧೀಕ್ಷಕ,n                       	-     
story13.txt	7    	?                   	RD__SYM        	B-BLK   			?,punc                        	-     

story13.txt	0    	ಸಾರ್ವಜನಿಕ                        	JJ             	B-NP    			ಸರ್ವಜನ,adj                     	-     
story13.txt	1    	ಹಣವನ್ನು                              	N__NN          	I-NP    			ಹಣ,n                          	-     
story13.txt	2    	ಸರಿಯಾಗಿ                               	RB             	B-RBP   			ಸರಿಯಾಗು,adv                      	-     
story13.txt	3    	ಬಳಸಲಾಗಿದೆ                        	V__VM__VF      	B-VGF   			ಬಳಸು,v                         	-     
story13.txt	4    	ಎಂದು                                 	CC__CCS        	B-CCP   			ಎಂದು,avy                        	-     
story13.txt	5    	ಖಚಿತಪಡಿಸಿಕೊಳ್ಳುವುದು                   	V__VM__VNG     	B-VGNN  			ಖಚಿತಪಡು,v                       	-     
story13.txt	6    	ನಿಯಂತ್ರಕ                              	JJ             	B-JJP   			ನಿಯಂತ್ರಿಸು,adj                     	-     
story13.txt	7    	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story13.txt	8    	ಲೆಕ್ಕಪರಿಶೋಧಕನ                     	JJ             	B-NP    			ಲೆಕ್ಕಪರಿಶೋಧಿಸು,adj                  	-     
story13.txt	9    	ಕರ್ತವ್ಯವಾಗಿದೆ                      	N__NN          	I-NP    			ಕರ್ತವ್ಯವಾಗಿದೆ,n                    	-     
story13.txt	10   	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story13.txt	0    	ಭಾರತದ                               	N__NNP         	B-NP    			ಭಾರತ,n                         	-     
story13.txt	1    	ಲೆಕ್ಕಪರಿಶೋಧನೆ                      	N__NN          	B-NP    			ಲೆಕ್ಕಪರಿಶೋಧನೆ,n                    	-     
story13.txt	2    	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story13.txt	3    	ಲೆಕ್ಕಪತ್ರ                        	JJ             	B-NP    			ಲೆಕ್ಕಪತ್ರ,adj                    	-     
story13.txt	4    	ವಿಭಾಗದ                               	N__NN          	I-NP    			ವಿಭಾಗ,n                         	-     
story13.txt	5    	ಮುಖ್ಯಸ್ಥರಾಗಿರುವ                     	N__NN          	B-NP    			ಮುಖ್ಯಸ್ಥರಾಗಿರುವ,n                   	-     
story13.txt	6    	ಸಿಎಜಿ                                	N__NNP         	B-NP    			ಸಿಎಜು,n                         	-     
story13.txt	7    	ಈ                                  	DM__DMD        	B-NP    			ಈ,pn                          	-     
story13.txt	8    	ಜವಾಬ್ದಾರಿಯನ್ನು                      	N__NN          	I-NP    			ಜವಾಬು,n                         	-     
story13.txt	9    	ಉದ್ದೇಶಪೂರ್ವಕ                      	JJ             	B-JJP   			ಉದ್ದೇಶ,adj                      	-     
story13.txt	10   	,                   	RD__PUNC       	I-JJP   			COMMA,punc                    	-     
story13.txt	11   	ವೃತ್ತಿಪರ                              	N__NN          	B-NP    			ವೃತ್ತಿ,n                         	-     
story13.txt	12   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story13.txt	13   	ಸ್ವತಂತ್ರ                              	JJ             	B-NP    			ಸ್ವತಂತ್ರ,adj                     	-     
story13.txt	14   	ರೀತಿಯಲ್ಲಿ                              	N__NN          	I-NP    			ರೀತಿ,n                          	-     
story13.txt	15   	ನಿರ್ವಹಿಸುತ್ತದೆ                      	V__VM__VF      	B-VGF   			ನಿರ್ವಹಿಸು,v                       	-     
story13.txt	16   	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story13.txt	0    	ದೇಶದ                                	N__NN          	B-NP    			ದೇಶ,n                          	-     
story13.txt	1    	ಅನೇಕ                                	QT__QTF        	B-NP    			ಅನೇಕ,adj                       	-     
story13.txt	2    	ವಿಭಾಗಗಳು                              	N__NN          	I-NP    			ವಿಭಾಗ,n                         	-     
story13.txt	3    	ಹಣದ                                	N__NN          	B-NP    			ಹಣ,n                          	-     
story13.txt	4    	ದುರುಪಯೋಗ                              	N__NN          	B-NP    			ದುರುಪಯೋಗ,n                       	-     
story13.txt	5    	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story13.txt	6    	ಭ್ರಷ್ಟಾಚಾರ                        	N__NN          	B-NP    			ಭ್ರಷ್ಟಾಚಾರ,n                      	-     
story13.txt	7    	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story13.txt	8    	ಬಜೆಟ್                                	N__NN          	B-NP    			ಬಜೆಟ್,n                         	-     
story13.txt	9    	ನಲ್ಲಿ                                	PSP            	I-NP    			ನಲ್ಲಿ,psp                       	-     
story13.txt	10   	ಹಂಚಿಕೆಯಾದ                              	N__NNV         	B-NP    			ಹಂಚು,n                          	-     
story13.txt	11   	ಹಣವನ್ನು                              	N__NN          	B-NP    			ಹಣ,n                          	-     
story13.txt	12   	ಪೂರ್ಣವಾಗಿ                              	RB             	B-RBP   			ಪೂರ್ಣ,adv                       	-     
story13.txt	13   	ಬಳಸದಿರುವುದು                       	V__VM__VNG     	B-VGNN  			ಬಳಸು,v                         	-     
story13.txt	14   	ಮುಂತಾದ                                	N__NN          	B-NP    			ಮುಂತಾದ,n                         	-     
story13.txt	15   	ಬೆಳೆಯುತ್ತಿರುವ                       	V__VM__VNG     	B-VGNN  			ಬೆಳೆ,v                          	-     
story13.txt	16   	ಸಮಸ್ಯೆಗಳನ್ನು                      	N__NN          	B-NP    			ಸಮಸ್ಯೆ,n                        	-     
story13.txt	17   	ಪ್ರಶ್ನಿಸಲು                        	V__VM__VINF    	B-VGINF 			ಪ್ರಶ್ನಿಸು,v                       	-     
story13.txt	18   	ಪ್ರಾರಂಭಿಸಿವೆ                        	V__VM__VF      	B-VGF   			ಪ್ರಾರಂಭಿಸು,v                       	-     
story13.txt	19   	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story13.txt	0    	ಈ                                  	DM__DMD        	B-NP    			ಈ,pn                          	-     
story13.txt	1    	ನಿಧಿಯ                                	N__NN          	I-NP    			ನಿಧಿ,n                          	-     
story13.txt	2    	ಹಂಚಿಕೆಯನ್ನು                        	N__NNV         	B-NP    			ಹಂಚು,n                          	-     
story13.txt	3    	ಹೆಚ್ಚಾಗಿ                               	JJ             	B-NP    			ಹೆಚ್ಚು,adj                       	-     
story13.txt	4    	ಜನರಿಂದ                               	N__NN          	I-NP    			ಜನ,n                          	-     
story13.txt	5    	ತೆರಿಗೆಯಾಗಿ                              	RB             	B-RBP   			ತೆರು,adv                        	-     
story13.txt	6    	ಸಂಗ್ರಹಿಸಲಾಗುತ್ತಿತ್ತು                   	V__VM__VF      	B-VGF   			ಸಂಗ್ರಹಿಸಲಾಗು,v                     	-     
story13.txt	7    	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story13.txt	0    	ಆದ್ದರಿಂದ                              	CC__CCS        	B-CCP   			ಆದ್ದರಿಂದ,avy                     	-     
story13.txt	1    	,                   	RD__PUNC       	I-CCP   			COMMA,punc                    	-     
story13.txt	2    	ಸಿಎಜಿಯ                               	JJ             	B-JJP   			ಸಿಎಜ,adj                       	-     
story13.txt	3    	ಪರಿಶೀಲನಾ                              	JJ             	B-NP    			ಪರಿಶೀಲನಾ,adj                     	-     
story13.txt	4    	ವರದಿಯು                               	N__NN          	I-NP    			ವರದಿ,n                         	-     
story13.txt	5    	ಸಾಂವಿಧಾನಿಕ                              	JJ             	B-NP    			ಸಂವಿಧಾನ,adj                      	-     
story13.txt	6    	ಕರ್ತವ್ಯವನ್ನು                      	N__NN          	I-NP    			ಕರ್ತವ್ಯ,n                       	-     
story13.txt	7    	ಪೂರೈಸುವಲ್ಲಿ                        	V__VM__VNG     	B-VGNN  			ಪೂರೈಸು,v                         	-     
story13.txt	8    	ಮಾತ್ರವಲ್ಲದೆ                       	CC__CCS        	B-CCP   			ಮಾತ್ರವಲ್ಲದೆ,avy                   	-     
story13.txt	9    	ಜನರ                                	N__NN          	B-NP    			ಜನ,n                          	-     
story13.txt	10   	ಕಲ್ಯಾಣವನ್ನು                       	N__NN          	B-NP    			ಕಲ್ಯಾಣ,n                        	-     
story13.txt	11   	ಉತ್ತೇಜಿಸಲು                        	V__VM__VINF    	B-VGINF 			ಉತ್ತೇಜಿಸು,v                       	-     
story13.txt	12   	ಪರಿಣಾಮಕಾರಿಯಾಗಿರಬೇಕು                   	V__VM__VF      	B-VGF   			ಪರಿಣಾಮಕಾರಿಯಾಗು,v                    	-     
story13.txt	13   	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

#end document
#begin document (story14.txt); part 000
story14.txt	tok_No	Token			POS			Coreference
story14.txt	0    	ಹಣಕಾಸು                               	JJ             	B-NP    			ಹಣಕಾಸು,adj                      	-     
story14.txt	1    	ಲೆಕ್ಕಪರಿಶೋಧನೆ                      	N__NN          	I-NP    			ಲೆಕ್ಕಪರಿಶೋಧನೆ,n                    	-     
story14.txt	2    	:                   	RD__SYM        	I-NP    			:,punc                        	-     
story14.txt	3    	ಹಣಕಾಸು                               	JJ             	B-NP    			ಹಣಕಾಸು,adj                      	-     
story14.txt	4    	ಹೇಳಿಕೆಯಲ್ಲಿ                        	N__NNV         	I-NP    			ಹೇಳು,n                          	-     
story14.txt	5    	ಪರಾಮರ್ಶಿಸಿದ                       	V__VM__VNG     	B-VGNN  			ಪರಾಮರ್ಶಿಸು,v                      	-     
story14.txt	6    	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story14.txt	7    	ಪ್ರಕಟಿಸಿದ                        	V__VM__VNG     	B-VGNN  			ಪ್ರಕಟಿಸು,v                       	-     
story14.txt	8    	ಖಾತೆಗಳು                               	N__NN          	B-NP    			ಖಾತೆ,n                          	-     
story14.txt	9    	ಅಕೌಂಟಿಂಗ್                               	RB             	B-RBP   			ಅಕೌಂಟಿಂಗ್,adv                      	-     
story14.txt	10   	ಮಾನದಂಡಗಳಲ್ಲಿವೆ                     	V__VM__VF      	B-VGF   			ಮಾನದಂಡ,v                        	-     
story14.txt	11   	ಎಂದು                                 	CC__CCS        	B-CCP   			ಎಂದು,avy                        	-     
story14.txt	12   	ಖಚಿತಪಡಿಸಿಕೊಳ್ಳಲು                    	V__VM__VF      	B-VGF   			ಖಚಿತಪಡಿಸಿಕೊಳ್ಳು,v                   	-     
story14.txt	13   	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story14.txt	0    	ಕಾರ್ಯನಿರ್ವಹಣೆ                      	JJ             	B-NP    			ಕಾರ್ಯನಿರ್ವಹಿಸು,adj                  	-     
story14.txt	1    	ಲೆಕ್ಕಪರಿಶೋಧನೆ                      	N__NN          	I-NP    			ಲೆಕ್ಕಪರಿಶೋಧನೆ,n                    	-     
story14.txt	2    	:                   	RD__SYM        	I-NP    			:,punc                        	-     
story14.txt	3    	ಸರ್ಕಾರದ                              	N__NN          	B-NP    			ಸರ್ಕಾರ,n                        	-     
story14.txt	4    	ಯೋಜನೆಗಳನ್ನು                       	N__NN          	B-NP    			ಯೋಜನೆ,n                         	-     
story14.txt	5    	ಯಾವ                                 	PR__PRQ        	B-NP    			ಯಾವ,pn                         	-     
story14.txt	6    	ಉದ್ದೇಶಕ್ಕಾಗಿ                       	N__NN          	B-NP    			ಉದ್ದೇಶ,n                        	-     
story14.txt	7    	ಅನುಷ್ಠಾನಗೊಳಿಸಲಾಗಿದೆಯೋ                  	V__VM__VNF     	B-VGNF  			ಅನುಷ್ಠಾನಗೊಳಿಸಲಾಗು,v                  	-     
story14.txt	8    	ಆ                                  	DM__DMD        	B-NP    			ಆ,pn                          	-     
story14.txt	9    	ಉದ್ದೇಶಕ್ಕಾಗಿ                       	N__NN          	I-NP    			ಉದ್ದೇಶ,n                        	-     
story14.txt	10   	ಪೂರ್ಣಗೊಳಿಸಲಾಗಿದೆಯೇ                    	V__VM__VF      	B-VGF   			ಪೂರ್ಣಗೊಳ್ಳು,v                      	-     
story14.txt	11   	ಎಂದು                                 	CC__CCS        	B-CCP   			ಎಂದು,avy                        	-     
story14.txt	12   	ಖಚಿತಪಡಿಸಿಕೊಳ್ಳುವುದು                   	V__VM__VF      	B-VGF   			ಖಚಿತಪಡು,v                       	-     
story14.txt	13   	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story14.txt	0    	ನಿಯಂತ್ರಕ                              	JJ             	B-NP    			ನಿಯಂತ್ರಿಸು,adj                     	(4
story14.txt	1    	ಲೆಕ್ಕಪರಿಶೋಧನೆ                      	N__NN          	I-NP    			ಲೆಕ್ಕಪರಿಶೋಧನೆ,n                    	4)
story14.txt	2    	:                   	RD__SYM        	I-NP    			:,punc                        	-     
story14.txt	3    	ಬಿಡುಗಡೆ                               	N__NN          	B-NP    			ಬಿಡುಗಡೆ,n                        	-     
story14.txt	4    	ಮಾಡಲಾದ                               	V__VM__VNG     	B-VGNN  			ಮಾಡು,v                          	-     
story14.txt	5    	ವೆಚ್ಚವು                               	N__NN          	B-NP    			ವೆಚ್ಚ,n                         	-     
story14.txt	6    	ಆಯವ್ಯಯದಲ್ಲಿ                      	N__NN          	B-NP    			ಆಯವ್ಯಯ,n                       	-     
story14.txt	7    	ಅಡಕವಾಗಿರುವಂತೆ                      	JJ             	B-NP    			ಅಡಕವಾಗಿರುವಂತೆ,adj                  	-     
story14.txt	8    	ಅಧಿಕೃತವಾಗಿದೆಯೇ                      	N__NN          	I-NP    			ಅಧಿಕೃತವಾಗಿದೆ,n                     	-     
story14.txt	9    	ಎಂದು                                 	CC__CCS        	B-CCP   			ಎಂದು,avy                        	-     
story14.txt	10   	ಖಚಿತಪಡಿಸಿಕೊಳ್ಳುವುದು                   	V__VM__VF      	B-VGF   			ಖಚಿತಪಡು,v                       	-     
story14.txt	11   	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story14.txt	0    	ಇದಲ್ಲದೆ                              	CC__CCS        	B-CCP   			ಇದಲ್ಲದೆ,avy                     	-     
story14.txt	1    	,                   	RD__PUNC       	I-CCP   			COMMA,punc                    	-     
story14.txt	2    	ಸಾರ್ವಜನಿಕ                        	JJ             	B-NP    			ಸರ್ವಜನ,adj                     	-     
story14.txt	3    	ವಲಯದ                               	N__NN          	I-NP    			ವಲಯ,n                         	-     
story14.txt	4    	ಉದ್ಯಮಗಳ                        	N__NN          	B-NP    			ಉದ್ಯಮ,n                        	-     
story14.txt	5    	ಉಪ-ಲೆಕ್ಕಪರಿಶೋಧನೆ                   	JJ             	I-NP    			ಉಪ-ಲೆಕ್ಕಪರಿಶೋಧನೆ,adj               	-     
story14.txt	6    	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story14.txt	7    	ವೆಚ್ಚಗಳು                              	N__NN          	B-NP    			ವೆಚ್ಚ,n                         	-     
story14.txt	8    	ಜನರ                                	N__NN          	B-NP    			ಜನ,n                          	-     
story14.txt	9    	ಹಿತಾಸಕ್ತಿಗೆ                        	N__NN          	B-NP    			ಹಿತಾಸಕ್ತಿ,n                       	-     
story14.txt	10   	ಅನುಗುಣವಾಗಿವೆಯೇ                      	V__VM__VF      	B-VGF   			,v                            	-     
story14.txt	11   	ಎಂಬುದರ                               	CC__CCS        	B-CCP   			,avy                          	-     
story14.txt	12   	ಗೌಪ್ಯತೆ                               	JJ             	B-NP    			,adj                          	-     
story14.txt	13   	ಲೆಕ್ಕಪರಿಶೋಧನೆ                      	N__NN          	I-NP    			,n                            	-     
story14.txt	14   	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story14.txt	15   	ಹೂಡಿಕೆ                                	N__NNV         	B-NP    			,n                            	-     
story14.txt	16   	ಮಾಡಿದ                                	V__VM__VNG     	B-VGNN  			,v                            	-     
story14.txt	17   	ನಿಧಿಗಳು                               	N__NN          	B-NP    			,n                            	-     
story14.txt	18   	ಪರಿಣಾಮಕಾರಿಯಾಗಿವೆಯೇ                    	RB             	B-RBP   			,adv                          	-     
story14.txt	19   	ಎಂದು                                 	CC__CCS        	B-CCP   			,avy                          	-     
story14.txt	20   	ಖಚಿತಪಡಿಸಿಕೊಳ್ಳಲು                    	V__VM__VINF    	B-VGINF 			,v                            	-     
story14.txt	21   	ಕಾರ್ಯಕ್ಷಮತೆಯ                      	N__NN          	B-NP    			,n                            	-     
story14.txt	22   	ಲೆಕ್ಕಪರಿಶೋಧನೆ                      	N__NN          	B-NP    			,n                            	-     
story14.txt	23   	ಮತ್ತು                                	CC__CCD        	B-CCP   			,avy                          	-     
story14.txt	24   	ಹೊಸ                                 	JJ             	B-NP    			,adj                          	-     
story14.txt	25   	ಪರಿಸರ                               	N__NN          	I-NP    			,n                            	-     
story14.txt	26   	ಲೆಕ್ಕಪರಿಶೋಧನೆಯನ್ನು                   	N__NN          	B-NP    			,n                            	-     
story14.txt	27   	ಇದು                                 	DM__DMD        	B-NP    			,pn                           	(4)
story14.txt	28   	ಒಳಗೊಂಡಿದೆ                              	V__VM__VF      	B-VGF   			,v                            	-     
story14.txt	29   	.                   	RD__PUNC       	B-BLK   			,punc                         	-     

story14.txt	0    	ಕೇಂದ್ರ                                	JJ             	B-NP    			ಕೇಂದ್ರ,adj                       	-     
story14.txt	1    	ಸರ್ಕಾರ                               	N__NN          	I-NP    			ಸರ್ಕಾರ,n                        	-     
story14.txt	2    	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story14.txt	3    	ರಾಜ್ಯ                                	JJ             	B-NP    			ರಾಜ್ಯ,adj                       	-     
story14.txt	4    	ಸರ್ಕಾರ                               	N__NN          	I-NP    			ಸರ್ಕಾರ,n                        	-     
story14.txt	5    	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story14.txt	6    	ಸಾರ್ವಜನಿಕ                        	JJ             	B-NP    			ಸರ್ವಜನ,adj                     	-     
story14.txt	7    	ಸಂಸ್ಥೆಗಳು                              	N__NN          	I-NP    			ಸಂಸ್ಥೆ,n                         	-     
story14.txt	8    	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story14.txt	9    	ಕೇಂದ್ರಾಡಳಿತ                        	JJ             	B-NP    			ಕೇಂದ್ರಾಡಳಿಸು,adj                    	-     
story14.txt	10   	ಪ್ರದೇಶಗಳು                        	N__NN          	I-NP    			ಪ್ರದೇಶ,n                        	-     
story14.txt	11   	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story14.txt	12   	ಸ್ವಾಯತ್ತ                              	JJ             	B-NP    			ಸ್ವಾಯತ್ತ,adj                     	-     
story14.txt	13   	ಸಂಸ್ಥೆಗಳು                              	N__NN          	I-NP    			ಸಂಸ್ಥೆ,n                         	-     
story14.txt	14   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story14.txt	15   	ಸರ್ಕಾರವು                              	N__NN          	B-NP    			ಸರ್ಕಾರ,n                        	-     
story14.txt	16   	ಗಣನೀಯವಾಗಿ                        	RB             	B-RBP   			ಗಣನೀಯ,adv                      	-     
story14.txt	17   	ಆರ್ಥಿಕ                               	JJ             	B-NP    			ಅರ್ಥ,adj                       	-     
story14.txt	18   	ನೆರವು                                	N__NNV         	I-NP    			ನೆರವು,n                         	-     
story14.txt	19   	ನೀಡುವ                                	V__VM__VNG     	B-VGNN  			ನೀಡು,v                          	-     
story14.txt	20   	ಸಂಸ್ಥೆಗಳ                              	N__NN          	B-NP    			ಸಂಸ್ಥೆ,n                         	-     
story14.txt	21   	ಆಯವ್ಯಯಗಳನ್ನು                     	N__NN          	B-NP    			ಆಯವ್ಯಯ,n                       	-     
story14.txt	22   	ಲೆಕ್ಕಪರಿಶೋಧನೆ                      	N__NN          	B-NP    			ಲೆಕ್ಕಪರಿಶೋಧನೆ,n                    	-     
story14.txt	23   	ಮಾಡುವ                                	V__VM__VNG     	B-VGNN  			ಮಾಡು,v                          	-     
story14.txt	24   	ಅಧಿಕಾರವನ್ನು                       	N__NN          	B-NP    			ಅಧಿಕಾರ,n                        	-     
story14.txt	25   	ಇದು                                 	DM__DMD        	B-NP    			ಇದು,pn                         	(4)
story14.txt	26   	ಹೊಂದಿದೆ                                	V__VM__VF      	B-VGF   			ಹೊಂದು,v                          	-     
story14.txt	27   	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story14.txt	0    	ಲೆಕ್ಕಪರಿಶೋಧನಾ                      	JJ             	B-NP    			ಲೆಕ್ಕಪರಿಶೋಧನೆ,adj                  	-     
story14.txt	1    	ವರದಿಯನ್ನು                        	N__NN          	I-NP    			ವರದಿ,n                         	-     
story14.txt	2    	ಸಂಸದೀಯ                               	JJ             	B-NP    			ಸಂಸದ,adj                       	(8
story14.txt	3    	ಸಮಿತಿಗೆ                               	N__NN          	I-NP    			ಸಮಿತಿ,n                         	8)
story14.txt	4    	ಸಲ್ಲಿಸುವುದು                        	V__VM__VNG     	B-VGNN  			ಸಲ್ಲು,v                         	-     
story14.txt	5    	ಅಗತ್ಯ                               	N__NN          	B-NP    			ಅಗತ್ಯ,n                        	-     
story14.txt	6    	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story14.txt	0    	ಮೇಲ್ವಿಚಾರಣೆ                        	N__NNV         	B-NP    			ಮೇಲ್ವಿಚಾರಿಸು,n                      	-     
story14.txt	1    	ಮಾಡಲು                                	V__VM__VINF    	B-VGINF 			ಮಾಡು,v                          	-     
story14.txt	2    	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story14.txt	3    	ವರದಿ                                	N__NN          	B-NP    			ವರದಿ,n                         	-     
story14.txt	4    	ಮಾಡಲು                                	V__VM__VINF    	B-VGINF 			ಮಾಡು,v                          	-     
story14.txt	5    	ಇದನ್ನು                               	DM__DMD        	B-NP    			ಇದು,pn                         	(8)
story14.txt	6    	ರಚಿಸಲಾಗಿದೆ                        	V__VM__VF      	B-VGF   			ರಚಿಸು,v                         	-     
story14.txt	7    	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story14.txt	0    	ಮಧ್ಯಪ್ರವೇಶಿಸಲು                     	V__VM__VINF    	B-VGINF 			ಮಧ್ಯಪ್ರವೇಶು,v                     	-     
story14.txt	1    	ಸರ್ಕಾರಕ್ಕೆ                        	N__NN          	B-NP    			ಸರ್ಕಾರ,n                        	-     
story14.txt	2    	ಯಾವುದೇ                                	PR__PRI        	B-NP    			ಯಾವುದೇ,pn                        	-     
story14.txt	3    	ಅಧಿಕಾರವಿಲ್ಲ                       	N__NN          	B-NP    			ಅಧಿಕಾರ,n                        	-     
story14.txt	4    	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story14.txt	0    	ಇತ್ತೀಚಿನ                              	JJ             	B-NP    			ಇತ್ತೀಚೆ,adj                      	-     
story14.txt	1    	ದಿನಗಳಲ್ಲಿ                        	N__NN          	I-NP    			ದಿನ,n                          	-     
story14.txt	2    	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story14.txt	3    	ಸರ್ಕಾರಿ                               	JJ             	B-NP    			ಸರ್ಕಾರಿ,adj                      	-     
story14.txt	4    	ವ್ಯವಹಾರಗಳಲ್ಲಿ                     	N__NN          	I-NP    			ವ್ಯವಹಾರ,n                       	-     
story14.txt	5    	ಮೇಲ್ವಿಚಾರಣೆ                        	N__NNV         	B-NP    			ಮೇಲ್ವಿಚಾರಿಸು,n                      	-     
story14.txt	6    	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story14.txt	7    	ಸರ್ಕಾರದ                              	N__NN          	B-NP    			ಸರ್ಕಾರ,n                        	-     
